"SurveyID","change.value","change.par","new.R0"
"Survey 3",0.8,"chi_H_Goat/sheep",1.24672146893614
"Survey 3",0.8,"chi_H_Pig",1.24875691702937
"Survey 3",0.8,"chi_H_Poultry",1.13541888446691
"Survey 3",0.8,"phi",1.21991013583929
"Survey 3",0.9,"beta_Cattle",1.24875176971545
"Survey 3",0.9,"beta_Dog",1.24853513504978
"Survey 3",0.9,"beta_Goat/sheep",1.24676716918602
"Survey 3",0.9,"beta_Pig",1.24876293200126
"Survey 3",0.9,"beta_Poultry",1.14164519237073
"Survey 3",0.9,"chi_H_Cattle",1.248811344074
"Survey 3",0.9,"chi_H_Dog",1.24869718214138
"Survey 3",0.9,"chi_H_Goat/sheep",1.24779867737832
"Survey 3",0.9,"chi_H_Pig",1.24881706485841
"Survey 3",0.9,"chi_H_Poultry",1.19363464021935
"Survey 3",0.9,"phi",1.23548246313842
"Survey 3",2,"sigma_H_Cattle",1.24854010605032
"Survey 3",2,"sigma_H_Dog",1.24797803489023
"Survey 3",2,"sigma_H_Goat/sheep",1.24405186695086
"Survey 3",2,"sigma_H_Pig",1.24857805126941
"Survey 3",2,"sigma_H_Poultry",0.950287525189803
"Survey 3",3,"sigma_H_Cattle",1.24849880571285
"Survey 3",3,"sigma_H_Dog",1.24767761175887
"Survey 3",3,"sigma_H_Goat/sheep",1.24226530513943
"Survey 3",3,"sigma_H_Pig",1.24853620431223
"Survey 3",3,"sigma_H_Poultry",0.813823826034449
"Survey 3",4,"sigma_H_Cattle",1.2484781508063
"Survey 3",4,"sigma_H_Dog",1.24741747036859
"Survey 3",4,"sigma_H_Goat/sheep",1.24137000857699
"Survey 3",4,"sigma_H_Pig",1.24852020230091
"Survey 3",4,"sigma_H_Poultry",0.732031482968128
"Survey 3",5,"sigma_H_Cattle",1.24846575634581
"Survey 3",5,"sigma_H_Dog",1.24720650793599
"Survey 3",5,"sigma_H_Goat/sheep",1.24095929114629
"Survey 3",5,"sigma_H_Pig",1.24851059723008
"Survey 3",5,"sigma_H_Poultry",0.677962881584653
"Survey 3",6,"sigma_H_Cattle",1.24845749274016
"Survey 3",6,"sigma_H_Dog",1.24707228399465
"Survey 3",6,"sigma_H_Goat/sheep",1.24060989645371
"Survey 3",6,"sigma_H_Pig",1.24850419223867
"Survey 3",6,"sigma_H_Poultry",0.637900233663303
"Survey 3",7,"sigma_H_Cattle",1.24845158985511
"Survey 3",7,"sigma_H_Dog",1.24701141954589
"Survey 3",7,"sigma_H_Goat/sheep",1.24031234860025
"Survey 3",7,"sigma_H_Pig",1.24849961645557
"Survey 3",7,"sigma_H_Poultry",0.608863681365418
"Survey 3",8,"sigma_H_Cattle",1.24844716252201
"Survey 3",8,"sigma_H_Dog",1.24699455182245
"Survey 3",8,"sigma_H_Goat/sheep",1.24013157546318
"Survey 3",8,"sigma_H_Pig",1.24849618418652
"Survey 3",8,"sigma_H_Poultry",0.585528824568331
"Survey 3",9,"sigma_H_Cattle",1.24844371894037
"Survey 3",9,"sigma_H_Dog",1.24698143189461
"Survey 3",9,"sigma_H_Goat/sheep",1.24003571157251
"Survey 3",9,"sigma_H_Pig",1.24849351438805
"Survey 3",9,"sigma_H_Poultry",0.566693435575242
"Survey 3",10,"sigma_H_Cattle",1.24844096401184
"Survey 3",10,"sigma_H_Dog",1.24697093558226
"Survey 3",10,"sigma_H_Goat/sheep",1.23996087157614
"Survey 3",10,"sigma_H_Pig",1.24849137838805
"Survey 3",10,"sigma_H_Poultry",0.550391326351935
"Survey 4",0.1,"beta_Cattle",1.3958040855318
"Survey 4",0.1,"beta_Dog",1.39513563933496
"Survey 4",0.1,"beta_Goat/sheep",1.37896967342411
"Survey 4",0.1,"beta_Pig",1.3962128815368
"Survey 4",0.1,"beta_Poultry",0.430729435178488
"Survey 4",0.1,"chi_H_Cattle",1.39584594351158
"Survey 4",0.1,"chi_H_Dog",1.39531518990805
"Survey 4",0.1,"chi_H_Goat/sheep",1.37985661449195
"Survey 4",0.1,"chi_H_Pig",1.39621686813718
"Survey 4",0.1,"chi_H_Poultry",0.620093835208817
"Survey 4",0.1,"phi",1.2605197291681
"Survey 4",0.2,"beta_Cattle",1.39581803834428
"Survey 4",0.2,"beta_Dog",1.39520343530255
"Survey 4",0.2,"beta_Goat/sheep",1.37910348248932
"Survey 4",0.2,"beta_Pig",1.39621421040529
"Survey 4",0.2,"beta_Poultry",0.503766181720432
"Survey 4",0.2,"chi_H_Cattle",1.39589245076779
"Survey 4",0.2,"chi_H_Dog",1.39541267474619
"Survey 4",0.2,"chi_H_Goat/sheep",1.38201048887188
"Survey 4",0.2,"chi_H_Pig",1.39622129767524
"Survey 4",0.2,"chi_H_Poultry",0.770244045053769
"Survey 4",0.2,"phi",1.27767185006957
"Survey 4",0.3,"beta_Cattle",1.39584129269274
